Course,Name,Description,Notes,Prerequisites,Corequisites,Antirequisites
PHYS476,"Introduction to General Relativity","Tensor analysis. Curved space-time and the Einstein field equations. The Schwarzschild solution and applications. The Friedmann-Robertson-Walker cosmological models. [Offered: W]","","Prereq: One of AMATH 261, 271, PHYS 263; AMATH 231 or MATH 227; Level at least 4A in Mathematics or Science","",""
PHYS483,"Advanced Therapeutic Concepts in Oncology and Medical Physics","This course examines advanced oncology therapeutic concepts required as a foundation for patient management in the inpatient, ambulatory, and community settings. Topics include a comprehensive review of cancer epidemiology and pathophysiology, therapeutic agents used in the oncology setting, management of cancer therapy toxicities, and treatment and palliation of cancer symptoms. Physics methods in radiation therapy and the medical physicists role in cancer treatment will be addressed. [Offered: W; Held with PHARM 464]","","Prereq: Level at least 4A Life Physics, Medical Physics Specialization","",""
PHYS484,"Quantum Theory 3: Quantum Information and Foundations","Theory of correlations and entanglement; theory of quantum channels, detectors; the measurement problem, in quantum mechanics; phase space formulation of quantum mechanics; entanglement in infinite dimensional quantum systems; introduction to open quantum systems; and exploration of current research directions in quantum information. [Offered: W]","","Prereq: AMATH 473/PHYS 454; Level at least 4A Mathematics or Science students only","",""
PHYS490,"Special Topics in Physics","A lecture course offered in a particular branch of physics, subject to availability of instructor.","","Prereq: Mathematical Physics, Physics, and Physics and Astronomy students only","",""
PHYS491,"Special Topics in Life, Medical and Biophysics","A lecture and project course offered in areas of life, medical and biophysics, which will add to the learning experience of the students in these plans at a fourth-year level. Lecture topics may include advanced topics in molecular and cellular biophysics, imaging, biophotonics, interaction of radiation with biomaterials, radiation dosimetry and other physics based diagnostics and therapeutics. Projects may include studies of recent advances in any areas of medical and biophysics. [Offered: F]","","Prereq: Level at least 4A; one of  PHYS 380, 383, 395, 396","",""
PMATH320,"Euclidean Geometry","Euclids axioms, triangle centres, conic sections, compass-and-straightedge constructions, isometries of the Euclidean plane and of Euclidean space, regular and star-shaped polygons, tessellations of the Euclidean plane, regular and quasi-regular polyhedra, symmetries of polygons and polyhedra, four-dimensional polytopes, sphere packings, and the kissing problem. Applications. ","[Note: This course will be of interest to all math students.]","Prereq: (MATH 106 or 114 or 115 or 136 or 146 or 215 or NE 112) and (MATH104 or 109 or 116 or 117 or 124 or 127 or 137 or 147)","",""
PMATH321,"Non-Euclidean Geometry","An introduction to three types of non-Euclidean geometry: spherical, projective and hyperbolic geometry. Lines, distances, circles, triangles, and areas in these non-Euclidean spaces. Conic sections in the projective plane. Inversions and orthogonal circles. Models of the hyperbolic plane (such as the Poincaré disc model or the upper-half plane model). Tilings of the hyperbolic plane. ","[Note: This course will be of interest to all math students.]","Prereq: (MATH 106 or 114 or 115 or 136 or 146 or 215 or NE 112) and (MATH 104 or 109 or 116 or 117 or 124 or 127 or 137 or 147).","","Antireq: PMATH 360."
PMATH330,"Introduction to Mathematical Logic","A broad introduction to mathematical logic. The notions of logical consequence and derivation are introduced in the settings of propositional and first order logic, with discussions of the completeness theorem and satisfiability. ","[Note: PMATH 432 may be substituted for PMATH 330 whenever the latter is a requirement in an Honours plan.]","Prereq: (MATH 135 or 145) and (MATH 225 or 235 or 245); Not open to Computer Science students.","","Antireq: CS 245/245E, SE 212."
PMATH331,"Applied Real Analysis","Topology of Euclidean spaces, continuity, norms, completeness. Contraction mapping principle. Fourier series. Various applications, for example, to ordinary differential equations, optimization and numerical approximation. ","[Note: PMATH 351 may be substituted for AMATH/PMATH 331 whenever the latter is a requirement in an Honours plan. Offered: F,W]","Prereq: MATH 237 or 247","",""
PMATH332,"Applied Complex Analysis","Complex numbers, Cauchy-Riemann equations, analytic functions, conformal maps and applications to the solution of Laplaces equation, contour integrals, Cauchy integral formula, Taylor and Laurent expansions, residue calculus and applications. ","[Note: PMATH 352 may be substituted for AMATH/PMATH 332 whenever the latter is a requirement in an Honours plan. Offered: W,S]","Prereq: MATH 237 or 247.","","Antireq: PHYS 365"
PMATH333,"Introduction to Real Analysis","The purpose of the course is to present the familiar concepts of calculus at a rigorous level and to provide students who took the MATH 137/MATH 138/MATH 237 sequence with the background needed to be successful in PMATH 351 and PMATH 352. Topics discussed include the completeness properties of the reals; the density of the rationals; the topology of real n-dimensional space: open and closed sets, connectedness, compactness (by open covers), the Heine-Borel theorem, completeness; sequences in real n-dimensional space: convergence, Cauchy sequences, subsequences, the Bolzano-Weierstrass theorem; multivariable functions: limits, point-wise and uniform continuity, the extreme value theorem, uniform convergence of sequences of functions, Taylors theorem, term-by-term differentiation of power series; integration in real n-dimensional space: Riemann integrability, Fubinis theorem for continuous functions on rectangles, term-by-term integration of power series.","","Prereq: One of (MATH 128 with at least 70%), (MATH 138 with at least 60%), MATH 148.","Coreq: (MATH 235 or 245) and MATH 237.","Antireq: MATH 247"
PMATH334,"Introduction to Rings and Fields with Applications","Rings, ideals, factor rings, homomorphisms, finite and infinite fields, polynomials and roots, field extensions, algebraic numbers, and applications, for example, to Latin squares, finite geometries, geometrical constructions, error-correcting codes.","","Prereq: MATH 235 or 245.","",""
PMATH336,"Introduction to Group Theory with Applications","Groups, permutation groups, subgroups, homomorphisms, symmetry groups in two and three dimensions, direct products, Polya-Burnside enumeration.","","Prereq: MATH 235 or 245.","",""
PMATH340,"Elementary Number Theory","An elementary approach to the theory of numbers; the Euclidean algorithm, congruence equations, multiplicative functions, solutions to Diophantine equations, continued fractions, and rational approximations to real numbers. ","[Note: PMATH 440 may be substituted for PMATH 340 whenever the latter is a requirement in an Honours plan.]","Prereq: MATH 225 or 135 or 145","",""
PMATH343,"Introduction to the Mathematics of Quantum Information","Finite dimensional normed vector spaces and inner product spaces. Positive and normal operators, the spectral theorem, and singular value decomposition. Tensor products, finite dimensional C* algebras, and the GNS representation. Completely positive maps, Stinesprings theorem, the Choi-Jamiolkowski isomorphism, and the Choi-Krauss representation. Entanglement and the Bell and Tsirelson inequalities. Vector states and density matrices, quantum channels, observables, and quantum measurement.","","Prereq: (MATH 235 or 245) and (AMATH/PMATH 331 or MATH 247 or PMATH 333).","","Antireq: PMATH 399 taken Winter 2019"
PMATH347,"Groups and Rings","Groups, subgroups, homomorphisms and quotient groups, isomorphism theorems, group actions, Cayley and Lagrange theorems, permutation groups, Sylow theorems, and the fundamental theorem of finite abelian groups. Elementary properties of rings, subrings, ideals, homomorphisms and quotients, isomorphism theorems, and polynomial rings.","","Prereq: MATH 235 or 245","",""
PMATH348,"Fields and Galois Theory","Unique factorization domains, Gausss lemma, and Eisensteins criterion. Fields, algebraic and transcendental extensions, minimal polynomials, splitting fields, and the structure of finite fields. Galois theory. Solvable groups and the insolvability of the quintic.","","Prereq: PMATH 347","",""
PMATH351,"Real Analysis","Normed and metric spaces, open sets, continuous mappings, sequence and function spaces, completeness, contraction mappings, compactness of metric spaces, finite-dimensional normed spaces, Arzela-Ascoli theorem, existence of solutions of differential equations, Stone-Weierstrass theorem.","","Prereq: MATH 247 or PMATH 333","",""
PMATH352,"Complex Analysis","Analytic functions, Cauchy-Riemann equations, Goursats theorem, Cauchys theorems, Moreras theorem, Liouvilles theorem, maximum modulus principle, harmonic functions, Schwarzs lemma, isolated singularities, Laurent series, residue theorem.","","Prereq: MATH 247 or PMATH 333","",""
PMATH365,"Differential Geometry","Submanifolds of Euclidean n-space; vector fields and differential forms; integration on submanifolds and Stokess Theorem; metrics and geodesics; Gauss-Bonnet Theorem.","","Prereq: (MATH 235 or 245) and (MATH 237 or 247)","",""
PMATH370,"Chaos and Fractals","The mathematics of iterated functions, properties of discrete dynamical systems, Mandelbrot and Julia sets. ","[Note: Programming experience on one computer language with graphical output is recommended.]","Prereq: (One of MATH 118, 119, 128, 138, 148) and (One of MATH 114, 115, 136, 146, 225)","",""
PMATH399,"Readings in Pure Mathematics","Reading course as announced by the Department.","","","",""
